Serial_No,Time,FA0,FB0,CAin,CBin,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa
402,16:02:49,0.01,0.01,100,100,293,0,293,0.01,0.8564,0.8564,140.5144,140.5144,295.1452,293.0268,5.748,98.2872
403,16:02:50,0.01,0.01,100,100,293,0,293,0.01,0.8559,0.8559,140.4061,140.4061,295.1398,293.0267,5.7565,98.2882
404,16:02:51,0.01,0.01,100,100,293,0,293,0.01,0.8554,0.8554,140.2978,140.2978,295.1344,293.0266,5.765,98.2892
405,16:02:52,0.01,0.01,100,100,293,0,293,0.01,0.8549,0.8549,140.1894,140.1894,295.129,293.0266,5.7735,98.2902
406,16:02:53,0.01,0.01,100,100,293,0,293,0.01,0.8544,0.8544,140.081,140.081,295.1237,293.0265,5.7819,98.2912
407,16:02:54,0.01,0.01,100,100,293,0,293,0.01,0.8539,0.8539,139.9726,139.9726,295.1184,293.0264,5.7903,98.2921
408,16:02:55,0.01,0.01,100,100,293,0,293,0.01,0.8534,0.8534,139.8641,139.8641,295.1131,293.0264,5.7987,98.2931
409,16:02:56,0.01,0.01,100,100,293,0,293,0.01,0.853,0.853,139.7556,139.7556,295.1078,293.0263,5.8071,98.2941
410,16:02:57,0.01,0.01,100,100,293,0,293,0.01,0.8525,0.8525,139.647,139.647,295.1026,293.0262,5.8155,98.295
411,16:02:58,0.01,0.01,100,100,293,0,293,0.01,0.852,0.852,139.5384,139.5384,295.0973,293.0261,5.8239,98.296
412,16:02:59,0.01,0.01,100,100,293,0,293,0.01,0.8515,0.8515,139.4298,139.4298,295.0922,293.0261,5.8322,98.297
413,16:03:00,0.01,0.01,100,100,293,0,293,0.01,0.851,0.851,139.3212,139.3212,295.087,293.026,5.8405,98.2979
414,16:03:01,0.01,0.01,100,100,293,0,293,0.01,0.8506,0.8506,139.2125,139.2125,295.0818,293.0259,5.8488,98.2989
415,16:03:02,0.01,0.01,100,100,293,0,293,0.01,0.8501,0.8501,139.1038,139.1038,295.0767,293.0259,5.8571,98.2998
416,16:03:03,0.01,0.01,100,100,293,0,293,0.01,0.8496,0.8496,138.9951,138.9951,295.0716,293.0258,5.8654,98.3008
417,16:03:04,0.01,0.01,100,100,293,0,293,0.01,0.8492,0.8492,138.8864,138.8864,295.0666,293.0257,5.8737,98.3017
418,16:03:05,0.01,0.01,100,100,293,0,293,0.01,0.8487,0.8487,138.7776,138.7776,295.0615,293.0257,5.8819,98.3026
419,16:03:06,0.01,0.01,100,100,293,0,293,0.01,0.8482,0.8482,138.6688,138.6688,295.0565,293.0256,5.8901,98.3036
420,16:03:07,0.01,0.01,100,100,293,0,293,0.01,0.8478,0.8478,138.56,138.56,295.0515,293.0255,5.8983,98.3045
421,16:03:08,0.01,0.01,100,100,293,0,293,0.01,0.8473,0.8473,138.4512,138.4512,295.0465,293.0255,5.9065,98.3054
422,16:03:09,0.01,0.01,100,100,293,0,293,0.01,0.8468,0.8468,138.3423,138.3423,295.0416,293.0254,5.9147,98.3063
423,16:03:10,0.01,0.01,100,100,293,0,293,0.01,0.8464,0.8464,138.2335,138.2335,295.0367,293.0253,5.9229,98.3073
424,16:03:11,0.01,0.01,100,100,293,0,293,0.01,0.8459,0.8459,138.1246,138.1246,295.0318,293.0253,5.931,98.3082
425,16:03:12,0.01,0.01,100,100,293,0,293,0.01,0.8455,0.8455,138.0157,138.0157,295.0269,293.0252,5.9392,98.3091
426,16:03:13,0.01,0.01,100,100,293,0,293,0.01,0.845,0.845,137.9068,137.9068,295.0221,293.0252,5.9473,98.31
427,16:03:14,0.01,0.01,100,100,293,0,293,0.01,0.8445,0.8445,137.7979,137.7979,295.0172,293.0251,5.9554,98.3109
428,16:03:15,0.01,0.01,100,100,293,0,293,0.01,0.8441,0.8441,137.689,137.689,295.0124,293.025,5.9634,98.3118
429,16:03:16,0.01,0.01,100,100,293,0,293,0.01,0.8436,0.8436,137.5801,137.5801,295.0076,293.025,5.9715,98.3127
430,16:03:17,0.01,0.01,100,100,293,0,293,0.01,0.8432,0.8432,137.4711,137.4711,295.0029,293.0249,5.9796,98.3136
431,16:03:18,0.01,0.01,100,100,293,0,293,0.01,0.8427,0.8427,137.3622,137.3622,294.9981,293.0248,5.9876,98.3145
432,16:03:19,0.01,0.01,100,100,293,0,293,0.01,0.8423,0.8423,137.2532,137.2532,294.9934,293.0248,5.9956,98.3154
433,16:03:20,0.01,0.01,100,100,293,0,293,0.01,0.8419,0.8419,137.1443,137.1443,294.9887,293.0247,6.0036,98.3163
434,16:03:21,0.01,0.01,100,100,293,0,293,0.01,0.8414,0.8414,137.0353,137.0353,294.984,293.0247,6.0116,98.3172
435,16:03:22,0.01,0.01,100,100,293,0,293,0.01,0.841,0.841,136.9263,136.9263,294.9794,293.0246,6.0195,98.3181
436,16:03:23,0.01,0.01,100,100,293,0,293,0.01,0.8405,0.8405,136.8174,136.8174,294.9748,293.0245,6.0275,98.3189
437,16:03:24,0.01,0.01,100,100,293,0,293,0.01,0.8401,0.8401,136.7084,136.7084,294.9702,293.0245,6.0354,98.3198
438,16:03:25,0.01,0.01,100,100,293,0,293,0.01,0.8397,0.8397,136.5994,136.5994,294.9656,293.0244,6.0434,98.3207
439,16:03:26,0.01,0.01,100,100,293,0,293,0.01,0.8392,0.8392,136.4904,136.4904,294.961,293.0244,6.0513,98.3216
440,16:03:27,0.01,0.01,100,100,293,0,293,0.01,0.8388,0.8388,136.3815,136.3815,294.9565,293.0243,6.0591,98.3224
441,16:03:28,0.01,0.01,100,100,293,0,293,0.01,0.8384,0.8384,136.2725,136.2725,294.9519,293.0242,6.067,98.3233
442,16:03:29,0.01,0.01,100,100,293,0,293,0.01,0.8379,0.8379,136.1635,136.1635,294.9474,293.0242,6.0749,98.3242
443,16:03:30,0.01,0.01,100,100,293,0,293,0.01,0.8375,0.8375,136.0546,136.0546,294.9429,293.0241,6.0827,98.325
444,16:03:31,0.01,0.01,100,100,293,0,293,0.01,0.8371,0.8371,135.9456,135.9456,294.9385,293.0241,6.0905,98.3259
445,16:03:32,0.01,0.01,100,100,293,0,293,0.01,0.8366,0.8366,135.8367,135.8367,294.934,293.024,6.0983,98.3267
446,16:03:33,0.01,0.01,100,100,293,0,293,0.01,0.8362,0.8362,135.7277,135.7277,294.9296,293.0239,6.1061,98.3276
447,16:03:34,0.01,0.01,100,100,293,0,293,0.01,0.8358,0.8358,135.6188,135.6188,294.9252,293.0239,6.1139,98.3284
448,16:03:35,0.01,0.01,100,100,293,0,293,0.01,0.8354,0.8354,135.5099,135.5099,294.9208,293.0238,6.1217,98.3293
449,16:03:36,0.01,0.01,100,100,293,0,293,0.01,0.8349,0.8349,135.401,135.401,294.9165,293.0238,6.1294,98.3301
450,16:03:37,0.01,0.01,100,100,293,0,293,0.01,0.8345,0.8345,135.2921,135.2921,294.9121,293.0237,6.1372,98.3309
451,16:03:38,0.01,0.01,100,100,293,0,293,0.01,0.8341,0.8341,135.1832,135.1832,294.9078,293.0237,6.1449,98.3318
452,16:03:39,0.01,0.01,100,100,293,0,293,0.01,0.8337,0.8337,135.0743,135.0743,294.9035,293.0236,6.1526,98.3326
453,16:03:40,0.01,0.01,100,100,293,0,293,0.01,0.8333,0.8333,134.9655,134.9655,294.8992,293.0236,6.1603,98.3334
454,16:03:42,0.01,0.01,100,100,293,0,293,0.01,0.8329,0.8329,134.8566,134.8566,294.895,293.0235,6.1679,98.3343
455,16:03:43,0.01,0.01,100,100,293,0,293,0.01,0.8325,0.8325,134.7478,134.7478,294.8907,293.0234,6.1756,98.3351
456,16:03:43,0.01,0.01,100,100,293,0,293,0.01,0.832,0.832,134.639,134.639,294.8865,293.0234,6.1832,98.3359
457,16:03:45,0.01,0.01,100,100,293,0,293,0.01,0.8316,0.8316,134.5302,134.5302,294.8823,293.0233,6.1909,98.3367
458,16:03:46,0.01,0.01,100,100,293,0,293,0.01,0.8312,0.8312,134.4214,134.4214,294.8781,293.0233,6.1985,98.3375
459,16:03:47,0.01,0.01,100,100,293,0,293,0.01,0.8308,0.8308,134.3127,134.3127,294.8739,293.0232,6.2061,98.3384
460,16:03:48,0.01,0.01,100,100,293,0,293,0.01,0.8304,0.8304,134.2039,134.2039,294.8698,293.0232,6.2136,98.3392
461,16:03:49,0.01,0.01,100,100,293,0,293,0.01,0.83,0.83,134.0952,134.0952,294.8656,293.0231,6.2212,98.34
462,16:03:50,0.01,0.01,100,100,293,0,293,0.01,0.8296,0.8296,133.9865,133.9865,294.8615,293.0231,6.2287,98.3408
463,16:03:51,0.01,0.01,100,100,293,0,293,0.01,0.8292,0.8292,133.8779,133.8779,294.8574,293.023,6.2363,98.3416
464,16:03:52,0.01,0.01,100,100,293,0,293,0.01,0.8288,0.8288,133.7692,133.7692,294.8534,293.023,6.2438,98.3424
